frn,bank,metric,fiscal_year,value_numeric,unit,reporting_basis,context_status,context_id,context_value,distance,reason,source
207381,United National Bank Limited,Leverage Ratio,2023,954151000.0,,,context_unavailable,,,,no dated context record for metric/period,
207381,United National Bank Limited,Leverage Ratio,2022,,,,context_unavailable,,,,no dated context record for metric/period,
207381,United National Bank Limited,Leverage Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
207381,United National Bank Limited,Leverage Ratio,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
207381,United National Bank Limited,Leverage Ratio,2023,8.52,,,context_unavailable,,,,no dated context record for metric/period,
207381,United National Bank Limited,Leverage Ratio,2022,8.43,,,context_unavailable,,,,no dated context record for metric/period,
207381,United National Bank Limited,LCR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
207381,United National Bank Limited,LCR,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
207381,United National Bank Limited,LCR,2023,,,,context_unavailable,,,,observation unit does not match percentage context,
207381,United National Bank Limited,LCR,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
207381,United National Bank Limited,NSFR,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
207381,United National Bank Limited,NSFR,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
207381,United National Bank Limited,NSFR,2023,,,,context_unavailable,,,,observation unit does not match percentage context,
207381,United National Bank Limited,NSFR,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
207381,United National Bank Limited,MREL Ratio,2025,,,,context_unavailable,,,,no dated context record for metric/period,
207381,United National Bank Limited,MREL Ratio,2024,,,,context_unavailable,,,,no dated context record for metric/period,
207381,United National Bank Limited,MREL Ratio,2023,,,,context_unavailable,,,,no dated context record for metric/period,
207381,United National Bank Limited,MREL Ratio,2022,,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,CET1 Capital,2025,390450.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,CET1 Capital,2024,330662.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,CET1 Capital,2023,268495.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,CET1 Capital,2022,209850.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,CET1 Capital,2021,170785.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,CET1 Ratio,2025,14.01,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,CET1 Ratio,2024,13.04,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,CET1 Ratio,2023,11.79,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,CET1 Ratio,2022,12.07,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,CET1 Ratio,2021,12.74,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Tier 1 Capital,2025,453206.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Tier 1 Capital,2024,344803.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Tier 1 Capital,2023,283710.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Tier 1 Capital,2022,226701.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Tier 1 Capital,2021,187636.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Tier 1 Ratio,2025,16.27,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Tier 1 Ratio,2024,13.6,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Tier 1 Ratio,2023,12.46,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Tier 1 Ratio,2022,13.04,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Tier 1 Ratio,2021,14.0,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Total Capital,2025,482806.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Total Capital,2024,400094.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Total Capital,2023,340213.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Total Capital,2022,257803.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Total Capital,2021,218186.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Total Capital Ratio,2025,17.33,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Total Capital Ratio,2024,15.78,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Total Capital Ratio,2023,14.94,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Total Capital Ratio,2022,14.83,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Total Capital Ratio,2021,16.28,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Total RWAs,2025,2785964.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Total RWAs,2024,2535096.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Total RWAs,2023,2277864.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Total RWAs,2022,1738779.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Total RWAs,2021,1340432.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Leverage Ratio,2025,4500670.0,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Leverage Ratio,2024,3979115.0,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Leverage Ratio,2023,3502424.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Leverage Ratio,2022,2878801.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Leverage Ratio,2021,2318303.0,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Leverage Ratio,2025,10.1,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Leverage Ratio,2024,8.7,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,Leverage Ratio,2023,8.1,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Leverage Ratio,2022,7.9,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,Leverage Ratio,2021,8.1,,,context_unavailable,,,,no dated context record for metric/period,
204463,United Trust Bank Limited,LCR,2025,384058.0,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2024,322714.0,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2023,257050.0,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2022,252352.0,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2025,113223.0,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2024,40033.0,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2023,32258.0,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2022,19185.0,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2025,398.42,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2024,806.12,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2023,796.86,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2022,1315.36,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,LCR,2021,1013.36,,,context_unavailable,,,,observation unit does not match percentage context,
204463,United Trust Bank Limited,NSFR,2025,3590720.0,,,context_unavailable,,,,observation unit does not match percentage context,
